PR,CARUID,PRSAD,YEAR,CROP,SEEDED,ESEED,HARV,EHARV,PERHARV,YIELD,YLDLBS,EYIELD,PRODN,PRDLBS,EPRODN,NYIELD,NYLDLBS,NEYIELD,PPYIELD,
46,4608,4608,2009,"Wheat, all",580500,234900,580500,234900,1,54.8,-99,3700,31839,-99,866500,55,-99,3688.8,-0.003026015,
46,4608,4608,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4608,4608,2009,"Wheat, spring",546800,221300,546800,221300,1,54,-99,3600,29473,-99,802100,54,-99,3624.49,0.006803233,
46,4608,4608,2009,"Wheat, winter remaining",33100,13400,33100,13400,1,70.6,-99,4700,2337,-99,63600,71,-99,4746.27,0.009844395,
46,4609,4609,2009,Barley,41000,16600,41000,16600,1,57.6,-99,3100,2364,-99,51500,58,-99,3102.41,0.000777303,
46,4609,4609,2009,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Canola,198000,80100,196500,79500,0.992424242,32.2,-99,1800,6326,-99,143500,32,-99,1805.03,0.002795248,
46,4609,4609,2009,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Flaxseed,10400,4200,10200,4100,0.980769231,21,-99,1300,213,-99,5400,21,-99,1317.07,0.013133208,
46,4609,4609,2009,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Oats,69700,28200,69700,28200,1,75.1,-99,2900,5234,-99,80700,75,-99,2861.7,-0.013206163,
46,4609,4609,2009,"Peas, dry",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Summerfallow,66600,27000,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,Sunflower seed,15700,6300,15700,6300,1,-99,1111,1200,-99,17418,7900,-99,1109,1253.97,0.044973545,
46,4609,4609,2009,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,"Wheat, all",128800,52100,128800,52100,1,40.6,-99,2700,5230,-99,142300,41,-99,2731.29,0.011587403,
46,4609,4609,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4609,4609,2009,"Wheat, spring",121800,49300,121800,49300,1,40,-99,2700,4873,-99,132600,40,-99,2689.66,-0.003831418,
46,4609,4609,2009,"Wheat, winter remaining",7200,2900,7200,2900,1,50.7,-99,3400,365,-99,9900,51,-99,3413.79,0.004056795,
46,4610,4610,2009,Barley,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Canola,9100,3700,8900,3600,0.978021978,23.9,-99,1300,212,-99,4800,24,-99,1333.33,0.025641026,
46,4610,4610,2009,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Flaxseed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Oats,3000,1200,3000,1200,1,52.6,-99,2000,159,-99,2400,53,-99,2000,0,
46,4610,4610,2009,"Peas, dry",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Summerfallow,8000,3200,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,"Wheat, all",10900,4400,10900,4400,1,42,-99,2800,458,-99,12500,42,-99,2840.91,0.01461039,
46,4610,4610,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4610,4610,2009,"Wheat, spring",8400,3400,8400,3400,1,39,-99,2600,327,-99,8900,39,-99,2617.65,0.00678733,
46,4610,4610,2009,"Wheat, winter remaining",2600,1100,2600,1100,1,51.9,-99,3500,135,-99,3700,52,-99,3363.64,-0.038961039,
46,4611,4611,2009,Barley,37500,15200,33900,13700,0.904,69.2,-99,3700,2349,-99,51100,69,-99,3729.93,0.00808838,
46,4611,4611,2009,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Canola,115700,46800,115700,46800,1,30.6,-99,1700,3536,-99,80200,31,-99,1713.68,0.008044243,
46,4611,4611,2009,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Flaxseed,8200,3300,7100,2900,0.865853659,25.3,-99,1600,180,-99,4600,25,-99,1586.21,-0.00862069,
46,4611,4611,2009,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Oats,44500,18000,44500,18000,1,85,-99,3200,3781,-99,58300,85,-99,3238.89,0.012152778,
46,4611,4611,2009,"Peas, dry",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Summerfallow,35500,14400,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,Sunflower seed,5900,2400,5900,2400,1,-99,1798,2000,-99,10638,4800,-99,1803,2000,0,
46,4611,4611,2009,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,"Wheat, all",121000,49000,121000,49000,1,40.3,-99,2700,4878,-99,132800,40,-99,2710.2,0.003779289,
46,4611,4611,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4611,4611,2009,"Wheat, spring",107800,43600,106100,42900,0.984230056,38,-99,2500,4015,-99,109300,38,-99,2547.79,0.019114219,
46,4611,4611,2009,"Wheat, winter remaining",15500,6300,15500,6300,1,57.3,-99,3900,885,-99,24100,57,-99,3825.4,-0.019129019,
46,4612,4612,2009,Barley,27700,11200,17900,7200,0.646209386,51.8,-99,2800,927,-99,20200,52,-99,2805.56,0.001984127,
46,4612,4612,2009,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Canola,65400,26400,63900,25900,0.97706422,31,-99,1700,1982,-99,44900,31,-99,1733.59,0.019759255,
46,4612,4612,2009,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Flaxseed,2100,800,1500,600,0.714285714,14.2,-99,900,22,-99,600,15,-99,1000,0.111111111,
46,4612,4612,2009,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Oats,14300,5800,12300,5000,0.86013986,67.5,-99,2600,830,-99,12800,67,-99,2560,-0.015384615,
46,4612,4612,2009,"Peas, dry",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Summerfallow,183300,74200,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Wheat, all",47700,19300,47700,19300,1,37.9,-99,2600,1809,-99,49200,38,-99,2549.22,-0.019529693,
46,4612,4612,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Wheat, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4612,4612,2009,"Wheat, winter remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Barley,675000,273200,615000,248900,0.911111111,71.5,-99,3800,44000,-99,958000,72,-99,3848.94,0.012877715,
46,all,all,2009,Canary seed,15000,6100,15000,6100,1,-99,1267,1400,-99,19000,8700,-99,1267,1426.23,0.018735363,
46,all,all,2009,Canola,3225000,1305100,3200000,1295000,0.992248062,39.8,-99,2200,127500,-99,2891700,40,-99,2232.97,0.014987715,
46,all,all,2009,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Flaxseed,275000,111300,265000,107200,0.963636364,26.4,-99,1700,7000,-99,177800,26,-99,1658.58,-0.024363477,
46,all,all,2009,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Oats,575000,232700,565000,228600,0.982608696,88.5,-99,3400,50000,-99,771100,88,-99,3373.14,-0.007899748,
46,all,all,2009,"Peas, dry",85000,34400,85000,34400,1,43.2,-99,2900,3675,-99,100000,43,-99,2906.98,0.002405774,
46,all,all,2009,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,"Rye, fall remaining",80000,32400,80000,32400,1,48.8,-99,3100,3900,-99,99100,49,-99,3058.64,-0.013341298,
46,all,all,2009,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Summerfallow,475000,192200,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,Sunflower seed,160000,64700,157000,63500,0.98125,-99,1431,1600,-99,224700,101900,-99,1431,1604.72,0.002952756,
46,all,all,2009,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,"Wheat, all",3080000,1246400,3080000,1246400,1,49.4,-99,3300,152300,-99,4144900,49,-99,3325.5,0.007726495,
46,all,all,2009,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,all,all,2009,"Wheat, spring",2825000,1143200,2825000,1143200,1,48.2,-99,3200,136150,-99,3705400,48,-99,3241.25,0.012891445,
46,all,all,2009,"Wheat, winter remaining",255000,103200,255000,103200,1,63.3,-99,4300,16150,-99,439500,63,-99,4258.72,-0.009599784,
46,4601,4601,2010,Barley,65500,26500,58000,23500,0.885496183,60.8,-99,3300,3525,-99,76700,61,-99,3263.83,-0.010960671,
46,4601,4601,2010,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Canola,386500,156400,365400,147900,0.945407503,31.3,-99,1800,11435,-99,259300,31,-99,1753.21,-0.025993539,
46,4601,4601,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Flaxseed,31100,12600,28700,11600,0.922829582,18.3,-99,1100,527,-99,13400,18,-99,1155.17,0.05015674,
46,4601,4601,2010,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Oats,41300,16700,37300,15100,0.9031477,80.3,-99,3000,2995,-99,46200,80,-99,3059.6,0.01986755,
46,4601,4601,2010,"Peas, dry",20500,8300,18400,7400,0.897560976,30.3,-99,2000,558,-99,15200,30,-99,2054.05,0.027027027,
46,4601,4601,2010,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,"Rye, fall remaining",8400,3400,7000,2800,0.833333333,36.1,-99,2300,252,-99,6400,36,-99,2285.71,-0.00621118,
46,4601,4601,2010,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Summerfallow,81400,32900,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,Sunflower seed,34000,13700,31600,12800,0.929411765,-99,1179,1300,-99,37266,16900,-99,1179,1320.31,0.015625,
46,4601,4601,2010,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,"Wheat, all",398600,161300,377600,152800,0.947315605,41.1,-99,2800,15519,-99,422400,41,-99,2764.4,-0.012715034,
46,4601,4601,2010,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4601,4601,2010,"Wheat, spring",358400,145000,337800,136700,0.942522321,38.8,-99,2600,13106,-99,356700,39,-99,2609.36,0.003601373,
46,4601,4601,2010,"Wheat, winter remaining",40200,16300,39800,16100,0.990049751,60.6,-99,4100,2415,-99,65700,61,-99,4080.75,-0.004696258,
46,4602,4602,2010,Barley,99000,40000,88400,35800,0.892929293,53.7,-99,2900,4745,-99,103300,54,-99,2885.47,-0.005008669,
46,4602,4602,2010,Canary seed,15000,6100,10300,4200,0.686666667,-99,812,900,-99,8353,3800,-99,811,904.76,0.005291005,
46,4602,4602,2010,Canola,361700,146400,352100,142500,0.973458667,34.4,-99,1900,12135,-99,275200,34,-99,1931.23,0.016435826,
46,4602,4602,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Flaxseed,28900,11700,28100,11400,0.972318339,20.5,-99,1300,577,-99,14600,21,-99,1280.7,-0.014844804,
46,4602,4602,2010,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Oats,45700,18500,36800,14900,0.805251641,73.9,-99,2800,2717,-99,41900,74,-99,2812.08,0.004314477,
46,4602,4602,2010,"Peas, dry",19200,7800,17900,7200,0.932291667,35.4,-99,2400,635,-99,17300,35,-99,2402.78,0.001157407,
46,4602,4602,2010,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,"Rye, fall remaining",26000,10600,26000,10600,1,41.9,-99,2600,1092,-99,27700,42,-99,2613.21,0.005079826,
46,4602,4602,2010,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Summerfallow,64400,26100,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,Sunflower seed,28700,11600,28400,11500,0.989547038,-99,1173,1300,-99,33365,15100,-99,1175,1313.04,0.010033445,
46,4602,4602,2010,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,"Wheat, all",398700,161300,388400,157200,0.97416604,42,-99,2800,16322,-99,444200,42,-99,2825.7,0.009178481,
46,4602,4602,2010,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4602,4602,2010,"Wheat, spring",358000,144900,348200,140900,0.972625698,40.6,-99,2700,14146,-99,385000,41,-99,2732.43,0.012012722,
46,4602,4602,2010,"Wheat, winter remaining",40700,16500,40200,16300,0.987714988,54.1,-99,3600,2178,-99,59300,54,-99,3638.04,0.010565781,
46,4603,4603,2010,Barley,68400,27700,60500,24500,0.884502924,50.9,-99,2700,3077,-99,67000,51,-99,2734.69,0.012849584,
46,4603,4603,2010,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Canola,434800,175900,424500,171800,0.976310948,31.3,-99,1800,13280,-99,301200,31,-99,1753.2,-0.025999224,
46,4603,4603,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Flaxseed,29900,12100,27100,11000,0.906354515,20.3,-99,1300,551,-99,14000,20,-99,1272.73,-0.020979021,
46,4603,4603,2010,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Oats,38400,15600,37000,15000,0.963541667,86.8,-99,3200,3216,-99,49600,87,-99,3306.67,0.033333333,
46,4603,4603,2010,"Peas, dry",21100,8600,18200,7400,0.862559242,31.9,-99,2100,581,-99,15800,32,-99,2135.14,0.016731017,
46,4603,4603,2010,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,"Rye, fall remaining",3700,1500,3700,1500,1,46,-99,2900,172,-99,4400,46,-99,2933.33,0.011494253,
46,4603,4603,2010,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Summerfallow,99400,40200,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,Sunflower seed,3600,1500,2600,1000,0.722222222,-99,1200,1300,-99,3095,1400,-99,1190,1400,0.076923077,
46,4603,4603,2010,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,"Wheat, all",367600,148800,359300,145400,0.97742111,39.6,-99,2700,14236,-99,387400,40,-99,2664.37,-0.013194763,
46,4603,4603,2010,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4603,4603,2010,"Wheat, spring",353100,142900,345900,140000,0.979609176,39,-99,2600,13493,-99,367200,39,-99,2622.86,0.008791209,
46,4603,4603,2010,"Wheat, winter remaining",14400,5800,13400,5400,0.930555556,55.2,-99,3700,740,-99,20100,55,-99,3722.22,0.006006006,
46,4604,4604,2010,Barley,33200,13400,27000,10900,0.813253012,60.9,-99,3300,1646,-99,35800,61,-99,3284.4,-0.004726161,
46,4604,4604,2010,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Canola,197900,80100,191200,77400,0.966144517,32.1,-99,1800,6133,-99,139100,32,-99,1797.16,-0.001579098,
46,4604,4604,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Flaxseed,2900,1200,2900,1200,1,20.8,-99,1300,61,-99,1500,21,-99,1250,-0.038461538,
46,4604,4604,2010,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Oats,20900,8400,16100,6500,0.770334928,88.3,-99,3300,1420,-99,21900,88,-99,3369.23,0.020979021,
46,4604,4604,2010,"Peas, dry",1700,700,1600,600,0.941176471,29.6,-99,2000,47,-99,1300,29,-99,2166.67,0.083333333,
46,4604,4604,2010,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Summerfallow,44800,18100,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,"Wheat, all",137400,55600,132900,53800,0.967248908,38.8,-99,2600,5156,-99,140300,39,-99,2607.81,0.003002574,
46,4604,4604,2010,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,"Wheat, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4604,4604,2010,"Wheat, winter remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Barley,3400,1400,3000,1200,0.882352941,43.4,-99,2300,129,-99,2800,43,-99,2333.33,0.014492754,
46,4605,4605,2010,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Canola,247700,100200,236800,95800,0.955995155,30.8,-99,1700,7295,-99,165400,31,-99,1726.51,0.015596218,
46,4605,4605,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Flaxseed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Lentils,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Mustard seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Oats,7300,3000,7300,3000,1,64.8,-99,2400,473,-99,7300,65,-99,2433.33,0.013888889,
46,4605,4605,2010,"Peas, dry",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,"Rye, all",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,"Rye, fall remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,"Rye, spring",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Summerfallow,75800,30700,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Sunflower seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,Triticale,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,"Wheat, all",208500,84400,204900,82900,0.982733813,39.3,-99,2600,8048,-99,219000,39,-99,2641.74,0.016052705,
46,4605,4605,2010,"Wheat, durum",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4605,4605,2010,"Wheat, spring",208500,84400,204800,82900,0.982254197,39.2,-99,2600,8045,-99,218900,39,-99,2640.53,0.015588754,
46,4605,4605,2010,"Wheat, winter remaining",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4606,4606,2010,Barley,13700,5500,6400,2600,0.467153285,38.7,-99,2100,248,-99,5400,39,-99,2076.92,-0.010989011,
46,4606,4606,2010,Canary seed,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4606,4606,2010,Canola,220900,89400,166400,67300,0.753282028,23.1,-99,1300,3843,-99,87200,23,-99,1295.69,-0.003314665,
46,4606,4606,2010,Chick peas,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
46,4606,4606,2010,Flaxseed,1900,800,1800,700,0.947368421,14.2,-99,900,26,-99,700,14,-99,1000,0.111111111,
