Hardiness,Species,Mortality_pct,Age,TEC_MgCkmyr_min,TEC_MgCkmyr_max,TEC_MgCkmyr_wavg,TEC_MgCkm_min,TEC_MgCkm_max,TEC_MgCkm_wavg,Biom_MgCkmyr_min,Biom_MgCkmyr_max,Biom_MgCkmyr_wavg,Biom_MgCkm_min,Biom_MgCkm_max,Biom_MgCkm_wavg,DOM_MgCkmyr_min,DOM_MgCkmyr_max,DOM_MgCkmyr_wavg,DOM_MgCkm_min,DOM_MgCkm_max,DOM_MgCkm_wavg,Stems_min,Stems_max,Stems_wavg,km_per_ha_min,km_per_ha_max,km_per_ha_wavg,Stems_tosum1ha_min,Stems_tosum1ha_max,Stems_tosum1ha_wavg
3B,Green Ash,0,35,1.596157789,2.682211399,2.210401938,86.51487732,137.8930664,111.6349172,1.287717819,2.144659996,1.862875779,35.45032883,40.97567368,39.24608804,0.122244522,0.58553493,0.347526181,50.58253098,98.95282745,72.38882917,751,751,751,1.807573799,1.807573799,1.807573799,903.7868997,903.7868997,903.7868997
3B,Green Ash,0,36,1.62335217,2.741571665,2.2346658,88.88085175,139.6920471,113.8695834,1.242939234,2.141041279,1.898008425,37.33426285,43.11037827,41.14409697,0.101750232,0.60967803,0.336657408,51.03107834,99.24817657,72.72548708,751,751,751,1.790202115,1.790202115,1.790202115,895.1010577,895.1010577,895.1010577
3B,Green Ash,0,37,1.403362393,2.40660882,2.010934236,91.00986481,141.5040131,115.8805177,1.391982675,2.12983036,1.903141118,39.20431137,45.22891235,43.04723822,0.005607319,0.39360705,0.107793114,51.25597,99.51668549,72.83328027,751,751,751,1.773466594,1.773466594,1.773466594,886.7332969,886.7332969,886.7332969
3B,Green Ash,0,38,1.507430673,2.476005316,1.973201696,93.20934296,143.1588745,117.8537183,1.35651505,2.111201286,1.765304397,40.75278854,46.87169266,44.81254215,-0.008676862,0.385135889,0.207897305,51.57130051,99.78025055,73.0411764,751,751,751,1.757327666,1.757327666,1.757327666,878.6638331,878.6638331,878.6638331
3B,Green Ash,0,39,0.935924649,2.206421137,1.685107938,95.41576385,144.8645477,119.5388288,1.158236146,1.857779145,1.452251403,42.23580551,48.31636047,46.26479347,-0.396484792,0.383890927,0.23285653,51.91994095,100.1424789,73.27403371,751,751,751,1.741749185,1.741749185,1.741749185,870.8745924,870.8745924,870.8745924
3B,Green Ash,0,40,1.401487947,1.925035238,1.619080681,96.92628479,146.6115265,121.1579078,1.090952635,1.636492372,1.445835427,43.55018234,49.7984314,47.71062901,-0.049177907,0.535339713,0.173245263,52.13401794,100.2529678,73.44727942,751,751,751,1.726698049,1.726698049,1.726698049,863.3490244,863.3490244,863.3490244
3B,Green Ash,0,41,1.378126144,2.082925081,1.76689473,98.30441284,148.3475037,122.9248033,1.221999884,1.638753653,1.499747081,44.96509933,51.34536362,49.21037637,-0.027470589,0.444171488,0.267147662,52.29014206,100.4128952,73.71442618,751,751,751,1.712143877,1.712143877,1.712143877,856.0719387,856.0719387,856.0719387
3B,Green Ash,0,42,1.268497944,2.02913785,1.833073338,99.85887909,150.1481628,124.7578732,1.246758223,1.695896506,1.516280335,46.23765182,52.90700912,50.72665654,-0.073729895,0.574383914,0.316792973,52.51042175,100.536972,74.03122022,751,751,751,1.698058728,1.698058728,1.698058728,849.0293642,849.0293642,849.0293642
3B,Green Ash,0,43,1.182834387,2.029048204,1.691038301,101.0417175,152.1772003,126.4489139,1.1828655,1.682700753,1.550971748,47.63379669,54.42319107,52.27762825,-3.11613E-05,0.461517185,0.140066532,52.51039124,100.9572525,74.17128659,751,751,751,1.684416848,1.684416848,1.684416848,842.208424,842.208424,842.208424
3B,Green Ash,0,44,1.60266602,2.046065331,1.78455369,102.8447342,153.9086151,128.2334678,1.286249757,1.674992204,1.514839248,49.00094604,56.0093956,53.79246675,0.056420803,0.545277894,0.269714417,52.96016312,101.0136719,74.44100018,751,751,751,1.671194454,1.671194454,1.671194454,835.597227,835.597227,835.597227
3B,Green Ash,0,45,1.394787908,2.150295496,1.846221629,104.3763733,155.9424591,130.079687,1.324455976,1.867443323,1.57410855,50.43354416,57.578022,55.3665765,0.070331931,0.40649119,0.272113096,53.12781906,101.337738,74.71311382,751,751,751,1.658369545,1.658369545,1.658369545,829.1847724,829.1847724,829.1847724
3B,Green Ash,0,46,1.396621227,2.094560385,1.80167383,105.8440094,157.8927765,131.8813656,1.286637068,1.69549334,1.602559056,51.87161636,59.16741943,56.96913493,0.06470938,0.527461648,0.199114795,53.30881882,101.7619476,74.91222794,751,751,751,1.645921728,1.645921728,1.645921728,822.9608642,822.9608642,822.9608642
3B,Green Ash,0,47,1.517904282,2.167580366,1.962878769,107.6053619,159.8948212,133.8442418,1.316708803,1.880335212,1.653553741,53.33066559,60.80722046,58.62268857,0.121696234,0.525990069,0.309325023,53.71154022,101.8836441,75.22155222,751,751,751,1.633832074,1.633832074,1.633832074,816.9160371,816.9160371,816.9160371
3B,Green Ash,0,48,1.540366054,2.152458906,1.859603029,109.1457291,161.7597656,135.7038442,1.40536499,1.840709925,1.623243833,54.80395889,62.42186356,60.2459322,-0.002610874,0.537393689,0.236359208,53.84654236,102.0956573,75.45791216,751,751,751,1.622082979,1.622082979,1.622082979,811.0414894,811.0414894,811.0414894
3B,Green Ash,0,49,1.539769292,2.118305445,1.882661492,111.0109329,163.5742798,137.586505,1.319139123,1.828072309,1.610691088,56.15400696,64.24993134,61.85662426,-0.127871603,0.474692106,0.271970396,54.28723145,102.2991562,75.72988276,751,751,751,1.610658048,1.610658048,1.610658048,805.3290241,805.3290241,805.3290241
3B,Green Ash,0,50,1.469629765,2.097254038,1.827302601,112.4805908,165.562088,139.4138112,1.339748383,1.808888793,1.631605604,57.49375534,65.94543457,63.48823005,-0.07616248,0.583500683,0.195696979,54.25627518,102.4938126,75.9255786,751,751,751,1.599541992,1.599541992,1.599541992,799.7709958,799.7709958,799.7709958
3B,Green Ash,0,51,1.426382899,2.400369167,1.898952795,114.187767,167.7603912,141.3127623,1.213221192,1.890234709,1.661516496,58.70697784,67.63748169,65.14974613,0.019179583,0.510134459,0.237436321,54.50366211,102.8256989,76.16301668,751,751,751,1.588720527,1.588720527,1.588720527,794.3602635,794.3602635,794.3602635
3B,Green Ash,0,52,1.500368714,2.272455215,2.025919565,115.9351273,169.9228973,143.3386827,1.309514403,2.006484747,1.714267097,60.01649094,69.26541901,66.86401263,-0.004844951,0.644515693,0.311652461,54.73445129,103.0901642,76.47466805,751,751,751,1.578180297,1.578180297,1.578180297,789.0901485,789.0901485,789.0901485
3B,Green Ash,0,53,1.484176636,2.219901085,1.960303374,117.4193039,171.9758606,145.2989819,1.353848219,1.939296484,1.721654677,61.37033844,70.97250366,68.58566664,0.027277088,0.38460049,0.2386487,54.8497467,103.3772736,76.71331754,751,751,751,1.567908791,1.567908791,1.567908791,783.9543955,783.9543955,783.9543955
3B,Green Ash,0,54,1.486037493,2.157438517,1.863013261,119.2478409,173.9294128,147.1619985,1.286666512,1.965328932,1.709373969,62.83262634,72.75020599,70.29504068,-0.096970558,0.524180233,0.153639277,55.31633759,103.4861908,76.86695519,751,751,751,1.557894279,1.557894279,1.557894279,778.9471393,778.9471393,778.9471393
3B,Green Ash,0,55,1.494431019,2.208761692,2.02672929,121.1415939,176.0984192,149.1887261,1.440465569,2.018345356,1.7646187,64.2873764,74.32015991,72.05965999,-0.115357637,0.595665395,0.262110611,55.7215004,103.7811813,77.12906609,751,751,751,1.548125746,1.548125746,1.548125746,774.0628732,774.0628732,774.0628732
3B,Green Ash,0,56,1.623292208,2.291209698,2.069187399,123.071846,178.2717438,151.2579151,1.508777261,1.858051658,1.759745805,65.79615784,76.03721619,73.81940714,0.077252008,0.527787685,0.309441592,56.04291916,104.1079712,77.43850818,751,751,751,1.538592842,1.538592842,1.538592842,769.2964209,769.2964209,769.2964209
3B,Green Ash,0,57,1.498680711,2.348080397,2.047561336,124.5705261,180.5440674,153.3054757,1.434103012,2.040030718,1.748328639,67.23097992,78.07724762,75.56773532,-0.030446578,0.505597591,0.299232696,56.06803513,104.4907532,77.73774121,751,751,751,1.529285824,1.529285824,1.529285824,764.6429119,764.6429119,764.6429119
3B,Green Ash,0,58,1.693680525,2.304751873,2.045021219,126.3126602,182.8488312,155.3505008,1.40348506,2.008941174,1.807592919,68.69863892,79.93104553,77.37532679,-0.170536518,0.446040004,0.23742831,56.24583817,104.8228455,77.97517071,751,751,751,1.520195516,1.520195516,1.520195516,760.0977578,760.0977578,760.0977578
3B,Green Ash,0,59,1.522812366,2.379251242,2.007441433,128.0968475,185.0670166,157.3579403,1.49627614,1.874101639,1.766381317,70.23064423,81.63930511,79.14170891,-0.174144462,0.515306532,0.241060102,56.533741,105.1680374,78.21623109,751,751,751,1.511313263,1.511313263,1.511313263,755.6566315,755.6566315,755.6566315
3B,Green Ash,0,60,1.591966271,2.42079854,2.131459386,130.0823975,187.2189331,159.4893985,1.522568464,2.02011919,1.8343129,71.77386475,83.37120819,80.97602089,0.020292282,0.400679499,0.297146491,56.88805389,105.3479233,78.51337615,751,751,751,1.502630897,1.502630897,1.502630897,751.3154487,751.3154487,751.3154487
3B,Green Ash,15,1,,,,48.18215942,95.28058624,69.33191975,,,,0,0,0,,,,48.18215942,95.28058624,69.33191975,639,639,639,8.798653123,8.798653123,8.798653123,4399.326561,4399.326561,4399.326561
3B,Green Ash,15,2,-0.237377763,-0.139735624,-0.198898658,47.98760605,95.11363983,69.13302061,0,0.00520626,0.002771532,0,0.00520626,0.002771532,-0.241282567,-0.143917695,-0.201670193,47.98393631,95.11363983,69.13024941,639,639,639,5.672709646,5.672709646,5.672709646,2836.354823,2836.354823,2836.354823
3B,Green Ash,15,3,-0.218177408,-0.120057121,-0.178515776,47.81119919,94.96711731,68.95450664,0.01600918,0.02800953,0.021171276,0.018883672,0.031271335,0.023942808,-0.238861665,-0.141831949,-0.199687053,47.78782654,94.94785309,68.93056332,639,639,639,4.936583319,4.936583319,4.936583319,2468.29166,2468.29166,2468.29166
3B,Green Ash,15,4,-0.187251464,-0.087777287,-0.14482745,47.66538239,94.85392761,68.80967879,0.037898708,0.058003955,0.050577923,0.05678238,0.08922442,0.074520732,-0.234037295,-0.137318134,-0.195405377,47.5963707,94.78462982,68.73515787,639,639,639,4.472985316,4.472985316,4.472985316,2236.492658,2236.492658,2236.492658
3B,Green Ash,15,5,-0.143838152,-0.035524592,-0.092652548,47.56156158,94.81599426,68.7170259,0.067187667,0.12797299,0.095396483,0.123970047,0.21313414,0.169917214,-0.226433203,-0.130359814,-0.188049031,47.41281128,94.62639618,68.54710899,639,639,639,4.143589463,4.143589463,4.143589463,2071.794732,2071.794732,2071.794732
3B,Green Ash,15,6,-0.08917141,0.04397269,-0.028808655,47.51082993,94.85996246,68.68821636,0.103108682,0.198060334,0.148358128,0.227078736,0.411194474,0.318275341,-0.215192854,-0.11840111,-0.17716678,47.24106979,94.47702026,68.36994164,639,639,639,3.892542732,3.892542732,3.892542732,1946.271366,1946.271366,1946.271366
3B,Green Ash,15,7,-0.031650163,0.180387974,0.045711174,47.51725388,95.04035187,68.73392885,0.145095304,0.322824389,0.21162722,0.372174054,0.734018862,0.529902559,-0.20629704,-0.108521551,-0.165916045,47.07873535,94.3364563,68.20402692,639,639,639,3.692189896,3.692189896,3.692189896,1846.094948,1846.094948,1846.094948
3B,Green Ash,15,8,0.043124992,0.275807112,0.126625684,47.59144211,95.31616211,68.86055431,0.192669749,0.400262624,0.27722081,0.564843774,1.134281516,0.807123369,-0.190181419,-0.093999662,-0.150595124,46.93050766,94.21159363,68.0534306,639,639,639,3.526991313,3.526991313,3.526991313,1763.495656,1763.495656,1763.495656
3B,Green Ash,15,9,0.119858615,0.397788346,0.223877964,47.74539948,95.71394348,69.08443231,0.2453935,0.506013393,0.353716032,0.810237288,1.640294909,1.160839413,-0.170142844,-0.072708294,-0.129838067,46.80301666,94.1049118,67.92359241,639,639,639,3.387422012,3.387422012,3.387422012,1693.711006,1693.711006,1693.711006
3B,Green Ash,15,10,0.199019596,0.499688774,0.320456005,47.99520111,96.21363831,69.40488967,0.302840501,0.601282477,0.425636289,1.11307776,2.235738039,1.586475717,-0.148982316,-0.050181493,-0.105180283,46.70746231,94.01448059,67.81841212,639,639,639,3.267259561,3.267259561,3.267259561,1633.629781,1633.629781,1633.629781
3B,Green Ash,15,11,0.287112504,0.574415982,0.417831863,48.3330574,96.74737549,69.82271916,0.364581257,0.669208288,0.502670702,1.477659106,2.835841417,2.089146435,-0.131304398,-0.018785283,-0.084838844,46.63167191,93.95462036,67.73357368,639,639,639,3.162235611,3.162235611,3.162235611,1581.117805,1581.117805,1581.117805
3B,Green Ash,15,12,0.368726313,0.672540367,0.517891956,48.72554779,97.33136749,70.34061057,0.43017444,0.755145967,0.578531011,1.907833457,3.471867323,2.667677408,-0.114987142,0.013807101,-0.060639052,46.58375549,93.89753723,67.67293549,639,639,639,3.069306834,3.069306834,3.069306834,1534.653417,1534.653417,1534.653417
3B,Green Ash,15,13,0.450871378,0.765495479,0.635328938,49.22505951,98.04895782,70.97594138,0.499159217,0.849693298,0.653201968,2.406992674,4.263638973,3.32087938,-0.090384856,0.075291805,-0.017873025,46.59119415,93.86845398,67.65506144,639,639,639,2.986234141,2.986234141,2.986234141,1493.117071,1493.117071,1493.117071
3B,Green Ash,15,14,0.543023467,0.934082747,0.745777032,49.76808167,98.88973236,71.72171673,0.571052253,0.9650231,0.741053878,2.978044987,5.205893993,4.061933276,-0.036867522,0.076953135,0.004723161,46.59568405,93.88005829,67.65978505,639,639,639,2.911326724,2.911326724,2.911326724,1455.663362,1455.663362,1455.663362
3B,Green Ash,15,15,0.666801691,0.978866041,0.829679176,50.44453812,99.83640289,72.55139697,0.645347238,0.977955639,0.805918532,3.623392105,6.183849812,4.867851861,-0.042797305,0.14990823,0.023760634,46.63427734,93.92345428,67.68354606,639,639,639,2.843279501,2.843279501,2.843279501,1421.63975,1421.63975,1421.63975
3B,Green Ash,15,16,0.770705402,1.083001256,0.942530692,51.23163986,100.9194107,73.49392849,0.721512556,1.048887134,0.879676016,4.3449049,7.209076405,5.747527728,-0.019990321,0.11725603,0.062854686,46.7144165,93.9668045,67.74640189,639,639,639,2.781066076,2.781066076,2.781066076,1390.533038,1390.533038,1390.533038
3B,Green Ash,15,17,0.867609859,1.179817319,1.068870218,52.14040756,102.0653915,74.56279886,0.798994541,1.121000648,0.965406234,5.143899441,8.330077171,6.712934102,0.005861327,0.222385585,0.103464003,46.80160141,94.05348206,67.8498637,639,639,639,2.723866054,2.723866054,2.723866054,1361.933027,1361.933027,1361.933027
3B,Green Ash,15,18,0.984021842,1.239797235,1.129801874,53.17136765,103.2626877,75.69260017,0.877217948,1.181270003,1.026628785,6.02111721,9.444026947,7.739562894,0.047005158,0.189109638,0.103173101,46.9419632,94.11209869,67.95303842,639,639,639,2.671014359,2.671014359,2.671014359,1335.50718,1335.50718,1335.50718
3B,Green Ash,15,19,0.912771583,1.360962868,1.221388846,54.08414078,104.6236496,76.91398932,0.953154683,1.22753036,1.095658219,6.976708412,10.59469604,8.8352211,-0.045703202,0.19970943,0.125730637,46.99759293,94.2455368,68.07876708,639,639,639,2.621965079,2.621965079,2.621965079,1310.982539,1310.982539,1310.982539
3B,Green Ash,15,20,1.121520281,1.457366467,1.325838431,55.22564316,106.0810165,78.23982773,1.027992249,1.3339113,1.196210206,8.010213852,11.92860699,10.03143127,0.03474506,0.244922593,0.129628232,47.10467148,94.38779449,68.20839554,639,639,639,2.576265128,2.576265128,2.576265128,1288.132564,1288.132564,1288.132564
3B,Green Ash,15,21,1.237655044,1.543762207,1.411771362,56.48155212,107.6247787,79.65159809,1.073846817,1.328906536,1.24646934,9.120562553,13.24508572,11.27790071,0.082026541,0.25206697,0.165302029,47.25149536,94.60264587,68.37369816,639,639,639,2.533534737,2.533534737,2.533534737,1266.767369,1266.767369,1266.767369
3B,Green Ash,15,22,1.190190911,1.595121861,1.496330458,57.74028015,109.1548538,81.14792897,1.172939181,1.465031266,1.344785965,10.30606079,14.71011734,12.62268651,0.017251724,0.247947112,0.151544517,47.3283844,94.78408051,68.52524274,639,639,639,2.493452748,2.493452748,2.493452748,1246.726374,1246.726374,1246.726374
3B,Green Ash,15,23,1.353535533,1.719465852,1.600011868,59.19361496,110.5926132,82.74794084,1.241876125,1.473424673,1.388275024,11.56440353,16.18354225,14.01096163,0.09096536,0.282676429,0.211736869,47.52960205,94.96025085,68.73697944,639,639,639,2.455745378,2.455745378,2.455745378,1227.872689,1227.872689,1227.872689
3B,Green Ash,15,24,1.504714847,1.876415849,1.692132627,60.76246262,112.34655,84.44007433,1.307692289,1.594212413,1.452264945,12.8926754,17.67123604,15.46322661,0.097624585,0.333853424,0.239867663,47.77911758,95.18184662,68.97684608,639,639,639,2.420177527,2.420177527,2.420177527,1210.088763,1210.088763,1210.088763
3B,Green Ash,15,25,1.572491288,1.897969842,1.766409338,62.33495712,114.219902,86.20648412,1.369837642,1.572938681,1.511242123,14.28736877,19.1938591,16.9744689,0.181295872,0.378258228,0.255167193,47.96868896,95.49886322,69.23201427,639,639,639,2.386545961,2.386545961,2.386545961,1193.27298,1193.27298,1193.27298
3B,Green Ash,15,26,1.464474678,2.056490183,1.818766543,63.99668503,115.9617462,88.02525015,1.388022065,1.633871675,1.552974506,15.72223759,20.71153831,18.52744297,0.015481728,0.422618419,0.265792015,48.18806458,95.76005554,69.49780621,639,639,639,2.354673921,2.354673921,2.354673921,1177.336961,1177.336961,1177.336961
3B,Green Ash,15,27,1.731117129,2.046867847,1.904942556,65.72779846,117.8064499,89.93019167,1.444647789,1.695089579,1.611667781,17.20330238,22.24984741,20.13911069,0.195678189,0.455512404,0.293274781,48.42204666,96.09323883,69.79108092,639,639,639,2.32440681,2.32440681,2.32440681,1162.203405,1162.203405,1162.203405
3B,Green Ash,15,28,1.790983915,2.139540911,1.95741975,67.51878357,119.8591766,91.88761073,1.490890622,1.739103675,1.657766645,18.7325058,23.89292526,21.79687763,0.192781687,0.410636902,0.299653112,48.66624832,96.46508789,70.09073475,639,639,639,2.295608713,2.295608713,2.295608713,1147.804356,1147.804356,1147.804356
3B,Green Ash,15,29,1.749857783,2.136087418,2.010302332,69.40299988,121.7052078,93.89791477,1.56278348,1.782605529,1.730393955,20.30431175,25.66899109,23.52727183,0.153715745,0.357573628,0.279908353,48.95956421,96.74833679,70.37064311,639,639,639,2.268159565,2.268159565,2.268159565,1134.079782,1134.079782,1134.079782
3B,Green Ash,15,30,1.782887697,2.298895597,2.046500285,71.46174622,123.6488113,95.94441345,1.533150077,1.899772882,1.73497063,21.91282463,27.29831123,25.26224233,0.127397135,0.429644436,0.31152967,49.38920975,97.02471161,70.68217094,639,639,639,2.241952833,2.241952833,2.241952833,1120.976416,1120.976416,1120.976416
3B,Green Ash,15,31,1.840353131,2.318608046,2.101140707,73.4046402,125.934845,98.04555471,1.639030099,1.892136931,1.791302697,23.55185509,29.1041584,27.05354474,0.142834991,0.531384647,0.309837968,49.67103195,97.41860962,70.99200952,639,639,639,2.216893596,2.216893596,2.216893596,1108.446798,1108.446798,1108.446798
3B,Green Ash,15,32,1.850043178,2.404531479,2.175771517,75.25468445,128.1677094,100.2213261,1.62860775,1.874129176,1.773742143,25.21496582,30.73276711,28.82728694,0.163473278,0.536083102,0.402029357,49.83450699,97.86159515,71.39404008,639,639,639,2.192896957,2.192896957,2.192896957,1096.448479,1096.448479,1096.448479
3B,Green Ash,15,33,1.515218496,2.348341227,2.035730254,77.3053894,129.7197113,102.2570571,1.156789541,1.88913846,1.635474019,26.89555168,31.88955688,30.4627609,0.145801753,0.522509694,0.400256245,50.17982101,98.16176605,71.79429641,639,639,639,2.169886705,2.169886705,2.169886705,1084.943353,1084.943353,1084.943353
3B,Green Ash,15,34,1.372272491,2.373960018,1.952453471,79.33567047,131.3608093,104.2095097,1.168954611,1.898088694,1.649516954,28.58689499,33.17697144,32.11227789,0.140737206,0.528523684,0.302936515,50.4926796,98.57061768,72.09723278,639,639,639,2.147794198,2.147794198,2.147794198,1073.897099,1073.897099,1073.897099
3B,Green Ash,15,35,1.414934874,2.439164162,1.997602368,81.19717407,132.8530121,106.2071114,1.084619761,1.903666258,1.632723049,30.28222656,35.04991531,33.74500118,0.138903767,0.571390331,0.364879342,50.63158417,98.80503082,72.46211246,639,639,639,2.126557411,2.126557411,2.126557411,1063.278706,1063.278706,1063.278706
3B,Green Ash,15,36,1.452795982,2.490886688,2.016953193,83.36318207,134.4387207,108.2240659,1.042028666,1.903891087,1.663640495,31.97480774,36.93980026,35.40864169,0.120549776,0.600999832,0.353312697,51.0766716,99.13126373,72.81542354,639,639,639,2.106120136,2.106120136,2.106120136,1053.060068,1053.060068,1053.060068
3B,Green Ash,15,37,1.230415821,2.181045294,1.807165021,85.31324768,136.0285492,110.0312304,1.171254277,1.896820188,1.669437769,33.65799713,38.81761551,37.07807903,0.031594157,0.394793719,0.137727233,51.31423569,99.42615509,72.95315118,639,639,639,2.086431287,2.086431287,2.086431287,1043.215643,1043.215643,1043.215643
3B,Green Ash,15,38,1.301479697,2.262824059,1.868582724,87.33457947,137.4775085,111.8998132,1.138373971,1.882594824,1.63458473,35.32530594,40.67840195,38.71266408,0.033657599,0.397472411,0.233997992,51.63811874,99.71162415,73.18714958,639,639,639,2.067444313,2.067444313,2.067444313,1033.722157,1033.722157,1033.722157
3B,Green Ash,15,39,1.228598475,2.229310513,1.889194898,89.36704254,138.9760437,113.78901,1.123945951,1.861422777,1.622527108,36.87223434,42.51608276,40.33519094,-0.33322835,0.399344295,0.266667774,51.9945755,100.0862122,73.45381718,639,639,639,2.049116688,2.049116688,2.049116688,1024.558344,1024.558344,1024.558344
3B,Green Ash,15,40,1.356609225,2.336235285,1.710495137,91.25764465,140.4789581,115.4995039,1.10227406,1.833573341,1.495004435,37.97451019,43.8286438,41.83019514,-0.00869224,0.567041039,0.215490707,52.23674011,100.2206268,73.66930804,639,639,639,2.031409469,2.031409469,2.031409469,1015.704735,1015.704735,1015.704735
3B,Green Ash,15,41,1.352517128,1.940279841,1.578148947,93.07493591,141.977005,117.077652,1.058226585,1.658741593,1.278671272,39.15949249,45.11737442,43.10886723,0.012381768,0.454206944,0.299477652,52.43894958,100.3995132,73.96878642,639,639,639,2.014286915,2.014286915,2.014286915,1007.143457,1007.143457,1007.143457
3B,Green Ash,15,42,1.088323832,1.81008625,1.604077189,94.48381805,143.5224304,118.6817313,1.033623934,1.416587472,1.263804748,40.22591019,46.42222977,44.37267221,-0.032318901,0.596366107,0.340272432,52.69713974,100.5426331,74.30905838,639,639,639,1.997716151,1.997716151,1.997716151,998.8580755,998.8580755,998.8580755
3B,Green Ash,15,43,1.026879907,1.764452457,1.463379901,95.51069641,145.2868805,120.1451112,0.988992512,1.406788111,1.295018274,41.39284515,47.68731308,45.66768986,0.037887383,0.474834621,0.168361629,52.73502731,100.9645462,74.47741891,639,639,639,1.98166688,1.98166688,1.98166688,990.8334399,990.8334399,990.8334399
3B,Green Ash,15,44,1.404177189,1.808523417,1.554192329,97.10471344,146.7619476,121.6993005,1.074735641,1.39946115,1.26439063,42.53658676,49.01094055,46.9320811,0.075603865,0.556086421,0.289801702,53.19941711,101.0401459,74.76722084,639,639,639,1.966111122,1.966111122,1.966111122,983.0555612,983.0555612,983.0555612
3B,Green Ash,15,45,1.204743028,1.855249047,1.603975279,98.43476105,148.5176086,123.3032767,1.106835365,1.559845924,1.314363434,43.73326111,50.32045746,48.24644403,0.097907707,0.410848558,0.289611868,53.39085388,101.3685913,75.05683372,639,639,639,1.951022994,1.951022994,1.951022994,975.5114969,975.5114969,975.5114969
3B,Green Ash,15,46,1.211897016,1.828147411,1.556003702,99.71142578,150.2147369,124.8592806,1.074514151,1.415073752,1.33776318,44.93617249,51.64667892,49.58420657,0.096341446,0.530801773,0.218240516,53.5929985,101.7908401,75.27507399,639,639,639,1.936378504,1.936378504,1.936378504,968.189252,968.189252,968.189252
3B,Green Ash,15,47,1.306493402,1.879901767,1.701001979,101.2590866,151.9174805,126.5602825,1.099763513,1.56883502,1.378577668,46.28371429,53.01434708,50.96278521,0.133900076,0.52743125,0.322424281,54.00590897,101.9247437,75.59749774,639,639,639,1.922155381,1.922155381,1.922155381,961.0776907,961.0776907,961.0776907
3B,Green Ash,15,48,1.326458573,1.884098768,1.60601873,102.5855408,153.5168762,128.1662989,1.17208159,1.537718773,1.354893441,47.6423912,54.3601532,52.31767796,0.022137929,0.538291454,0.251125313,54.16028976,102.1438293,75.84862293,639,639,639,1.908332916,1.908332916,1.908332916,954.1664581,954.1664581,954.1664581
3B,Green Ash,15,49,1.307226658,1.841198683,1.628533718,104.2217331,155.071167,129.7948353,1.102319121,1.526420832,1.344343194,48.98382187,55.88657379,53.66202153,-0.101907298,0.47609657,0.284190539,54.60677338,102.354126,76.1328148,639,639,639,1.894891821,1.894891821,1.894891821,947.4459107,947.4459107,947.4459107
3B,Green Ash,15,50,1.24389255,1.803179026,1.570994799,105.4656219,156.7663879,131.3658313,1.117310524,1.507727623,1.36141364,50.14636612,57.30070877,55.02343547,-0.050530814,0.572692811,0.209581124,54.59906769,102.5553513,76.34239428,639,639,639,1.881814108,1.881814108,1.881814108,940.9070538,940.9070538,940.9070538
3B,Green Ash,15,51,1.21284771,2.082946062,1.634099171,106.9410629,158.655777,132.9999287,1.013818383,1.577645063,1.385432707,51.33982849,58.71239853,56.40886837,0.03844123,0.505300879,0.24866648,54.85811615,102.886322,76.59106155,639,639,639,1.869082973,1.869082973,1.869082973,934.5414865,934.5414865,934.5414865
3B,Green Ash,15,52,1.267415404,1.995547295,1.749921582,108.4501038,160.5021973,134.7498531,1.093384504,1.674877763,1.431080958,52.43321609,60.07051849,57.83994896,0.014257955,0.63742739,0.318840613,55.10019684,103.1522522,76.90990219,639,639,639,1.856682702,1.856682702,1.856682702,928.3413511,928.3413511,928.3413511
3B,Green Ash,15,53,1.27213645,1.901292562,1.684048618,109.7222366,162.2634583,136.4338988,1.131063461,1.615813851,1.436046217,53.56427765,61.49687576,59.27599529,0.041106891,0.38811174,0.248002377,55.23052979,103.4389725,77.15790573,639,639,639,1.844598578,1.844598578,1.844598578,922.2992889,922.2992889,922.2992889
3B,Green Ash,15,54,1.282495975,1.880460978,1.592910947,111.3247833,163.9190674,138.0268099,1.072364569,1.637850165,1.426499163,54.78479767,62.98019028,60.70249459,-0.07551913,0.519041359,0.166411789,55.69763565,103.5555344,77.32431583,639,639,639,1.832816798,1.832816798,1.832816798,916.4083992,916.4083992,916.4083992
3B,Green Ash,15,55,1.249355793,1.881114721,1.740686046,112.9753036,165.773941,139.767495,1.202705383,1.681900382,1.471500919,55.99847031,64.29005432,62.17399476,-0.096995786,0.587179422,0.269185094,56.10454178,103.8487473,77.5935008,639,639,639,1.821324407,1.821324407,1.821324407,910.6622037,910.6622037,910.6622037
3B,Green Ash,15,56,1.382112145,1.988835931,1.780905009,114.643486,167.6365967,141.5484012,1.26144278,1.549825072,1.467509258,57.2599144,65.72150421,63.64150364,0.093816236,0.519416988,0.313395753,56.43002701,104.1713333,77.90689689,639,639,639,1.810109226,1.810109226,1.810109226,905.0546129,905.0546129,905.0546129
3B,Green Ash,15,57,1.270066977,2.015026093,1.761745202,115.9135513,169.5853271,143.310149,1.197672129,1.703461051,1.459098294,58.4575882,67.4249649,65.10060268,-0.007892227,0.49817729,0.302646895,56.47012329,104.5462189,78.2095435,639,639,639,1.799159793,1.799159793,1.799159793,899.5798964,899.5798964,899.5798964
