Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
792002,792,"41,259","902,785",50.447005,-105.348682,3040
792003,792,"28,161","902,785",50.476375,-106.04365,3040
792004,792,"573,700","902,785",50.214139,-104.629559,3040
792005,792,"23,381","902,785",50.541327,-105.042907,3040
792006,792,"17,781","902,785",50.467236,-104.394089,3040
792007,792,"42,170","902,785",50.103656,-104.968419,3040
792008,792,"34,032","902,785",49.958251,-103.630795,3040
792009,792,"23,961","902,785",49.688433,-103.951344,3040
792010,792,"24,651","902,785",49.706694,-104.171401,3040
793001,793,"102,487","775,878",50.011385,-113.486576,3837
793002,793,"53,825","775,878",50.112584,-113.333692,3837
793003,793,"13,216","775,878",50.170611,-113.070105,3837
793004,793,"17,355","775,878",50.041861,-112.934961,3837
793005,793,"99,681","775,878",49.937353,-113.095297,3837
793006,793,"19,337","775,878",49.842606,-112.680283,3837
793007,793,"12,937","775,878",49.940065,-112.596256,3837
793008,793,"22,522","775,878",49.516787,-112.945241,3837
793009,793,"14,572","775,878",49.758808,-112.895066,3837
793010,793,"55,030","775,878",49.596817,-113.081914,3837
793011,793,"35,618","775,878",49.715411,-112.748153,3837
793012,793,"17,664","775,878",49.739524,-112.58553,3837
793013,793,"39,122","775,878",49.609882,-112.574056,3837
793014,793,"31,544","775,878",49.489182,-112.803858,3837
793015,793,"90,485","775,878",49.416198,-112.5388,3837
793016,793,"56,636","775,878",49.894331,-113.613115,3837
793017,793,"93,844","775,878",49.674287,-113.498368,3837
794001,794,"15,511","643,244",50.056296,-103.945291,3040
794002,794,"515,959","643,244",49.54317,-103.123774,3040
794003,794,"38,702","643,244",49.697541,-103.803519,3040
794004,794,"73,072","643,244",49.173997,-102.582624,3040
795001,795,"229,708","399,626",49.502244,-104.173523,3040
795002,795,"46,400","399,626",49.831818,-104.572031,3040
795003,795,"33,848","399,626",49.502288,-103.795572,3040
795004,795,"67,947","399,626",49.094891,-103.27926,3040
795005,795,"21,723","399,626",49.317162,-103.627548,3040
796001,796,"84,692","174,823",49.120412,-103.025757,3040
796002,796,"23,077","174,823",49.154312,-102.132636,3040
796003,796,"16,736","174,823",49.083738,-102.226844,3040
796004,796,"33,442","174,823",49.029152,-102.7511,3040
796005,796,"16,877","174,823",49.093122,-102.081735,3040
797001,797,"28,368","108,440",49.190117,-112.306506,3837
797002,797,"21,974","108,440",49.1282,-112.28419,3837
797003,797,"47,955","108,440",49.054329,-112.216112,3837
797004,797,"10,143","108,440",49.07241,-112.421778,3837
798001,798,"82,964","705,100",51.439807,-113.383064,3837
798002,798,"252,432","705,100",51.220756,-113.801772,3837
798003,798,"43,564","705,100",51.294525,-114.00839,3837
798004,798,"68,525","705,100",51.232636,-113.467681,3837
798005,798,"15,630","705,100",50.815226,-113.78045,3837
798006,798,"12,204","705,100",51.011014,-113.663011,3837
798007,798,"34,655","705,100",50.742725,-113.611497,3837
798008,798,"55,143","705,100",50.531969,-113.689156,3837
798009,798,"30,289","705,100",50.494103,-114.135258,3837
798010,798,"82,229","705,100",50.609059,-113.895247,3837
798011,798,"27,464","705,100",50.209752,-113.730619,3837
799001,799,"151,389","151,389",49.784342,-113.758443,3837
800001,800,"20,688","298,621",49.42116,-113.150376,3837
800002,800,"92,885","298,621",49.292778,-113.372757,3837
800003,800,"15,936","298,621",49.406744,-112.968513,3837
800004,800,"41,871","298,621",49.065062,-113.122515,3837
800005,800,"44,461","298,621",49.537125,-113.560801,3837
800006,800,"37,976","298,621",49.519525,-114.081043,3837
800007,800,"44,805","298,621",49.536378,-113.958838,3837
801001,801,"57,952","107,202",49.280418,-113.746532,3837
801002,801,"49,250","107,202",49.109062,-113.395856,3837
802001,802,"26,317","126,277",49.176102,-112.976006,3837
802002,802,"70,686","126,277",49.234042,-112.658688,3837
802003,802,"29,274","126,277",49.051351,-112.817644,3837
803001,803,"38,855","266,882",51.83635,-109.507886,3040
803002,803,"31,345","266,882",51.91362,-109.274263,3040
803003,803,"15,615","266,882",51.712059,-109.372204,3040
803004,803,"95,416","266,882",51.737487,-109.046941,3040
803005,803,"6,822","266,882",51.670047,-109.493715,3040
803006,803,"26,004","266,882",51.624757,-108.665982,3040
803007,803,"4,297","266,882",51.521213,-109.385486,3040
803008,803,"36,726","266,882",51.489469,-108.651747,3040
803009,803,"11,801","266,882",51.501177,-108.953932,3040
804001,804,"61,951","223,995",51.659216,-111.236657,3837
804002,804,"115,706","223,995",51.61935,-110.723273,3837
804003,804,"33,496","223,995",51.746857,-110.903953,3837
804004,804,"12,842","223,995",51.565514,-110.363317,3837
805001,805,"17,757","136,768",51.681266,-109.587282,3040
805002,805,"3,946","136,768",51.698462,-109.708997,3040
805003,805,"44,281","136,768",51.44863,-110.056175,3439
805004,805,"13,776","136,768",51.565106,-109.75324,3040
805005,805,"10,689","136,768",51.495346,-109.87188,3040
805006,805,"27,690","136,768",51.535397,-109.65806,3040
805007,805,"8,750","136,768",51.35822,-110.132438,3837
805008,805,"9,879","136,768",51.425756,-109.830403,3040
806001,806,"44,408","784,806",51.549322,-111.821235,3837
806002,806,"172,441","784,806",51.432881,-111.453212,3837
806003,806,"12,828","784,806",51.67612,-111.56719,3837
806004,806,"13,199","784,806",51.484805,-111.881943,3837
806005,806,"21,887","784,806",51.351272,-111.974479,3837
806006,806,"8,371","784,806",51.356631,-111.758791,3837
806007,806,"73,083","784,806",51.189056,-111.853143,3837
806008,806,"209,879","784,806",50.959245,-111.418194,3837
806009,806,"13,076","784,806",50.76217,-111.498082,3837
806010,806,"48,382","784,806",50.61853,-111.571764,3837
806011,806,"29,198","784,806",50.565408,-111.240052,3837
806012,806,"138,055","784,806",50.301519,-111.39771,3837
807001,807,"12,599","134,243",51.581064,-108.516864,3040
807002,807,"23,986","134,243",51.554043,-108.386508,3040
807003,807,"20,187","134,243",51.398268,-108.454504,3040
807004,807,"36,993","134,243",51.400445,-108.224406,3040
807005,807,"12,894","134,243",51.267085,-108.381586,3040
807006,807,"15,899","134,243",51.164898,-108.286588,3040
807007,807,"11,684","134,243",51.066922,-108.203412,3040
808001,808,"15,944","829,083",51.666804,-109.291259,3040
808002,808,"65,957","829,083",51.364764,-108.969974,3040
808003,808,"28,099","829,083",51.43292,-109.022403,3040
808004,808,"200,616","829,083",51.129404,-108.836342,3040
808005,808,"12,444","829,083",51.1201,-109.75716,3040
808006,808,"13,535","829,083",51.137159,-109.057632,3040
808007,808,"36,163","829,083",51.061473,-109.522612,3040
808008,808,"34,484","829,083",51.027566,-109.001899,3040
808009,808,"83,277","829,083",50.87372,-109.111331,3040
808010,808,"28,481","829,083",50.957975,-109.077966,3040
808011,808,"27,481","829,083",50.957535,-108.125366,3040
808012,808,"43,482","829,083",50.896109,-108.588675,3040
808013,808,"61,355","829,083",50.669901,-108.43377,3040
808014,808,"63,877","829,083",50.804588,-108.18469,3040
808015,808,"27,350","829,083",50.718287,-107.762565,3040
808016,808,"51,544","829,083",50.649848,-107.59527,3040
808017,808,"34,993","829,083",50.606588,-107.758876,3040
809001,809,"33,694","568,677",51.566478,-110.209607,3837
809002,809,"53,032","568,677",51.390331,-110.393727,3837
809003,809,"11,820","568,677",51.405906,-110.676853,3837
809004,809,"29,651","568,677",51.340666,-110.833745,3837
809005,809,"16,204","568,677",51.196777,-110.969206,3837
809006,809,"64,946","568,677",51.130166,-110.506371,3837
809007,809,"27,653","568,677",51.41797,-109.473155,3040
809008,809,"28,022","568,677",51.151365,-110.68419,3837
809009,809,"18,248","568,677",51.28171,-110.347762,3837
809010,809,"12,499","568,677",51.41064,-109.677616,3040
809011,809,"43,957","568,677",51.284817,-109.402697,3040
809012,809,"15,946","568,677",51.302238,-109.867279,3040
809013,809,"48,086","568,677",51.207402,-109.987956,3439
809014,809,"38,927","568,677",51.065112,-110.837581,3837
809015,809,"38,332","568,677",51.237048,-109.651387,3040
809016,809,"4,616","568,677",51.31012,-109.464751,3040
809017,809,"22,566","568,677",50.945368,-110.670016,3837
809018,809,"28,006","568,677",51.062786,-109.173342,3040
809019,809,"10,597","568,677",50.988548,-109.923897,3040
809020,809,"11,915","568,677",51.035689,-109.855146,3040
809021,809,"9,957","568,677",51.122074,-109.24699,3040
810001,810,"120,855","149,031",51.19277,-107.071359,3040
810002,810,"8,148","149,031",51.35682,-107.166786,3040
810003,810,"20,028","149,031",51.183358,-107.293584,3040
811001,811,"10,288","67,439",51.216756,-110.390159,3837
811002,811,"41,203","67,439",51.065671,-110.262934,3837
811003,811,"15,948","67,439",51.063658,-110.072011,3439
812001,812,"48,515","357,262",50.809798,-112.241199,3837
812002,812,"14,700","357,262",50.31894,-111.911365,3837
812003,812,"15,224","357,262",50.321205,-112.199195,3837
812004,812,"26,578","357,262",50.283548,-111.99762,3837
812005,812,"8,567","357,262",50.270595,-112.107321,3837
812006,812,"15,414","357,262",50.283248,-111.737462,3837
812007,812,"19,911","357,262",50.911982,-111.867426,3837
812008,812,"58,884","357,262",50.920396,-112.023121,3837
812009,812,"53,432","357,262",50.978773,-111.709258,3837
812010,812,"62,085","357,262",50.417652,-111.79977,3837
812011,812,"23,280","357,262",50.748966,-111.680142,3837
812012,812,"10,672","357,262",50.655197,-111.786854,3837
813001,813,"63,167","285,402",51.054412,-107.677671,3040
813002,813,"55,811","285,402",50.947678,-107.345692,3040
813003,813,"29,032","285,402",50.944752,-107.710161,3040
813004,813,"11,973","285,402",51.042856,-107.016834,3040
813005,813,"11,250","285,402",50.952872,-106.995682,3040
813006,813,"22,315","285,402",50.914648,-107.116075,3040
813007,813,"28,597","285,402",50.806314,-107.747257,3040
813008,813,"12,567","285,402",50.952439,-106.907941,3040
813009,813,"50,689","285,402",50.817877,-107.329603,3040
814001,814,"68,798","274,564",50.731718,-110.839612,3837
814002,814,"25,507","274,564",50.739126,-110.629109,3837
814003,814,"31,427","274,564",50.368769,-110.95608,3837
814004,814,"16,389","274,564",50.961499,-111.144279,3837
814005,814,"9,778","274,564",50.859028,-111.209425,3837
814006,814,"122,665","274,564",50.555935,-110.913444,3837
815001,815,"98,442","416,942",50.795626,-110.163799,3439
815002,815,"64,523","416,942",50.789622,-109.836712,3439
815003,815,"34,026","416,942",50.692413,-110.337641,3837
815004,815,"12,884","416,942",50.361033,-110.67445,3837
815005,815,"17,911","416,942",50.060336,-110.52316,3837
815006,815,"113,325","416,942",50.428836,-110.382193,3439
815007,815,"36,025","416,942",50.295194,-110.873241,3837
815008,815,"39,806","416,942",49.980554,-110.593496,3837
816001,816,"75,820","736,614",50.791378,-106.596411,3040
816002,816,"21,795","736,614",50.69592,-107.284116,3040
816003,816,"23,245","736,614",50.628563,-106.39171,3040
816004,816,"48,851","736,614",50.505096,-107.397334,3040
816005,816,"28,722","736,614",50.602547,-106.64097,3040
816006,816,"58,827","736,614",50.604942,-106.922693,3040
816007,816,"90,314","736,614",50.373837,-106.655098,3040
816008,816,"13,164","736,614",50.437177,-107.313196,3040
816009,816,"15,556","736,614",50.424901,-107.161512,3040
816010,816,"55,081","736,614",50.212481,-107.003463,3040
816011,816,"24,963","736,614",50.555088,-106.265246,3040
816012,816,"13,928","736,614",50.433674,-106.853282,3040
816013,816,"22,955","736,614",50.308868,-107.487505,3040
816014,816,"87,925","736,614",50.190695,-106.692175,3040
816015,816,"33,562","736,614",50.151598,-105.94812,3040
816016,816,"13,112","736,614",50.129593,-106.249383,3040
816017,816,"30,762","736,614",50.048512,-106.010519,3040
816018,816,"24,461","736,614",50.040131,-105.768802,3040
816019,816,"51,036","736,614",49.892295,-105.947841,3040
816020,816,"2,535","736,614",49.976106,-105.874173,3040
817001,817,"56,031","109,614",50.781209,-109.460972,3040
817002,817,"13,279","109,614",50.660623,-109.564549,3040
817003,817,"40,305","109,614",50.590812,-109.542088,3040
818001,818,"14,506","166,040",50.700042,-112.43722,3837
818002,818,"14,165","166,040",50.554949,-112.369782,3837
818003,818,"75,859","166,040",50.474974,-112.0061,3837
818004,818,"21,030","166,040",50.634871,-112.082536,3837
818005,818,"6,531","166,040",50.687536,-111.98773,3837
818006,818,"33,950","166,040",50.402699,-112.365703,3837
819001,819,"86,675","179,940",50.357821,-109.287246,3040
819002,819,"93,264","179,940",50.553905,-109.071281,3040
820001,820,"116,913","261,494",50.422926,-108.509808,3040
820002,820,"34,408","261,494",50.534318,-107.884812,3040
820003,820,"68,961","261,494",50.28991,-108.799218,3040
820004,820,"31,637","261,494",50.433832,-108.079854,3040
820005,820,"9,575","261,494",50.395362,-107.920137,3040
821001,821,"10,798","596,487",50.662312,-110.017114,3439
821002,821,"17,105","596,487",50.58453,-110.220081,3837
821003,821,"139,849","596,487",50.486384,-109.840239,3439
821004,821,"217,247","596,487",50.292538,-110.004447,3439
821005,821,"60,808","596,487",50.075151,-110.278524,3439
821006,821,"34,053","596,487",49.939026,-110.059064,3439
821007,821,"26,051","596,487",49.931374,-109.677396,3040
821008,821,"54,592","596,487",49.877004,-110.241753,3439
821009,821,"35,982","596,487",49.889051,-109.758077,3040
822001,822,"76,585","323,317",50.378234,-106.303323,3040
822002,822,"12,010","323,317",50.395844,-106.12071,3040
822003,822,"109,297","323,317",50.056868,-105.659369,3040
822004,822,"70,113","323,317",50.168804,-105.426255,3040
822005,822,"10,428","323,317",50.296621,-105.55558,3040
822006,822,"22,220","323,317",50.167826,-105.624032,3040
822007,822,"22,665","323,317",49.985661,-105.376865,3040
823001,823,"39,163","303,224",50.323519,-112.526503,3837
823002,823,"48,342","303,224",50.015473,-112.303504,3837
823003,823,"52,905","303,224",50.12727,-112.576263,3837
823004,823,"10,534","303,224",50.180006,-111.737684,3837
823005,823,"44,693","303,224",50.187025,-112.169229,3837
823006,823,"68,327","303,224",50.036141,-111.994661,3837
823007,823,"8,960","303,224",49.970121,-111.645248,3837
823008,823,"30,300","303,224",50.022638,-111.521992,3837
824001,824,"7,635","179,046",50.454126,-108.286383,3040
824002,824,"70,084","179,046",50.199283,-108.209312,3040
824003,824,"8,164","179,046",50.363509,-108.314455,3040
824004,824,"12,788","179,046",50.247189,-108.234196,3040
824005,824,"35,502","179,046",50.111255,-108.437697,3040
824006,824,"20,323","179,046",49.982698,-108.833038,3040
824007,824,"19,885","179,046",49.9181,-109.040829,3040
824008,824,"4,665","179,046",49.961063,-108.732077,3040
825001,825,"22,042","659,481",50.48247,-107.652209,3040
825002,825,"7,296","659,481",50.402601,-107.680943,3040
825003,825,"4,784","659,481",50.374751,-107.753588,3040
825004,825,"50,358","659,481",50.29348,-107.767367,3040
825005,825,"10,234","659,481",50.286449,-107.895293,3040
825006,825,"121,230","659,481",50.156871,-107.264858,3040
825007,825,"120,240","659,481",50.084395,-107.670108,3040
825008,825,"15,759","659,481",50.178369,-108.001448,3040
825009,825,"15,109","659,481",50.082633,-108.130381,3040
825010,825,"48,818","659,481",50.052637,-108.286865,3040
825011,825,"78,918","659,481",49.864957,-108.163126,3040
825012,825,"18,600","659,481",49.892708,-107.70588,3040
825013,825,"26,435","659,481",49.657854,-108.579945,3040
825014,825,"5,145","659,481",49.758838,-108.546523,3040
825015,825,"38,052","659,481",49.678348,-108.273306,3040
825016,825,"63,204","659,481",49.685775,-108.04284,3040
825017,825,"13,255","659,481",49.661847,-108.480267,3040
826001,826,"143,721","1,034,046",50.013057,-106.761511,3040
826002,826,"18,437","1,034,046",49.912427,-107.366925,3040
826003,826,"17,428","1,034,046",49.836947,-107.668871,3040
826004,826,"40,331","1,034,046",49.708812,-107.511752,3040
826005,826,"34,888","1,034,046",49.776922,-107.431471,3040
826006,826,"92,587","1,034,046",49.778972,-106.981294,3040
826007,826,"40,779","1,034,046",49.755001,-106.553817,3040
826008,826,"32,779","1,034,046",49.584507,-107.701178,3040
826009,826,"32,359","1,034,046",49.844003,-106.45308,3040
826010,826,"12,562","1,034,046",49.669234,-107.370992,3040
826011,826,"132,051","1,034,046",49.413218,-107.042226,3040
826012,826,"21,977","1,034,046",49.726352,-105.826451,3040
826013,826,"70,512","1,034,046",49.676891,-106.195256,3040
826014,826,"29,896","1,034,046",49.604863,-106.64137,3040
826015,826,"22,003","1,034,046",49.645981,-106.470705,3040
826016,826,"16,897","1,034,046",49.610503,-106.838584,3040
826017,826,"20,833","1,034,046",49.54018,-107.085662,3040
826018,826,"76,390","1,034,046",49.513717,-105.76612,3040
826019,826,"43,568","1,034,046",49.373713,-106.635271,3040
826020,826,"22,258","1,034,046",49.341709,-107.241968,3040
826021,826,"16,895","1,034,046",49.402544,-106.769791,3040
826022,826,"26,610","1,034,046",49.381453,-106.343736,3040
826023,826,"47,806","1,034,046",49.46012,-105.894919,3040
826024,826,"12,510","1,034,046",49.278251,-106.932866,3040
826025,826,"7,969","1,034,046",49.317599,-106.741945,3040
827001,827,"12,391","245,778",50.253275,-109.362312,3040
827002,827,"40,224","245,778",50.163964,-109.125792,3040
827003,827,"7,501","245,778",50.11933,-109.697755,3040
827004,827,"35,564","245,778",50.153435,-108.736912,3040
827005,827,"6,230","245,778",49.919127,-109.52844,3040
827006,827,"143,868","245,778",50.054045,-109.393791,3040
828001,828,"36,601","1,091,644",49.750515,-112.226406,3837
828002,828,"9,909","1,091,644",49.19285,-111.919807,3837
828003,828,"18,774","1,091,644",49.242022,-112.11963,3837
828004,828,"40,455","1,091,644",49.068072,-111.8788,3837
828005,828,"58,372","1,091,644",50.125239,-111.197511,3837
828006,828,"36,992","1,091,644",50.141715,-110.839546,3837
828007,828,"22,326","1,091,644",49.905519,-111.457012,3837
828008,828,"51,514","1,091,644",49.962089,-111.132312,3837
828009,828,"37,461","1,091,644",49.544264,-111.74401,3837
828010,828,"126,339","1,091,644",49.694123,-111.180858,3837
828011,828,"170,320","1,091,644",49.44223,-111.578293,3837
828012,828,"106,112","1,091,644",49.641192,-111.778762,3837
828013,828,"21,559","1,091,644",49.693868,-111.622883,3837
828014,828,"48,157","1,091,644",49.795348,-110.799569,3837
828015,828,"16,348","1,091,644",49.377044,-111.765794,3837
828016,828,"114,866","1,091,644",49.342703,-111.320514,3837
828017,828,"69,071","1,091,644",49.35899,-112.086123,3837
828018,828,"34,912","1,091,644",49.347585,-110.982891,3837
828019,828,"37,236","1,091,644",49.20446,-111.438089,3837
828020,828,"15,165","1,091,644",49.294263,-110.79788,3837
828021,828,"19,155","1,091,644",49.194585,-110.930007,3837
829001,829,"21,997","94,487",49.953088,-112.08184,3837
829002,829,"3,715","94,487",49.822095,-112.368931,3837
829003,829,"5,477","94,487",49.858225,-112.267324,3837
829004,829,"56,566","94,487",49.842549,-111.868931,3837
830001,830,"6,758","666,252",49.932887,-105.650503,3040
830002,830,"7,486","666,252",49.826033,-105.714337,3040
830003,830,"10,700","666,252",49.88207,-105.220578,3040
830004,830,"59,598","666,252",49.802825,-105.489285,3040
830005,830,"22,488","666,252",49.620822,-105.619701,3040
830006,830,"20,378","666,252",49.747934,-105.320474,3040
830007,830,"123,776","666,252",49.542758,-105.455978,3040
830008,830,"76,829","666,252",49.240189,-105.249646,3040
830009,830,"8,104","666,252",49.771595,-105.078856,3040
830010,830,"16,473","666,252",49.634553,-105.294566,3040
830011,830,"8,404","666,252",49.722186,-104.809038,3040
830012,830,"7,422","666,252",49.641763,-104.950163,3040
830013,830,"14,208","666,252",49.457481,-105.169502,3040
830014,830,"101,238","666,252",49.3662,-104.687366,3040
830015,830,"13,013","666,252",49.50953,-104.700604,3040
830016,830,"10,377","666,252",49.492337,-105.019395,3040
830017,830,"24,781","666,252",49.359333,-105.107082,3040
830018,830,"15,484","666,252",49.298908,-105.163541,3040
830019,830,"20,175","666,252",49.265305,-104.843736,3040
830020,830,"39,434","666,252",49.110705,-104.281561,3040
830021,830,"27,220","666,252",49.153062,-104.604988,3040
830022,830,"31,906","666,252",49.057497,-104.705469,3040
831001,831,"165,332","218,321",49.352487,-104.401009,3040
831002,831,"26,991","218,321",49.316135,-104.235824,3040
831003,831,"25,999","218,321",49.131302,-103.96946,3040
832001,832,"21,097","893,656",49.535118,-108.488435,3040
832002,832,"25,012","893,656",49.553311,-108.146009,3040
832003,832,"14,780","893,656",49.474075,-108.551949,3040
832004,832,"116,932","893,656",49.408132,-108.002891,3040
832005,832,"47,771","893,656",49.467416,-107.825943,3040
832006,832,"10,229","893,656",49.384722,-108.427314,3040
832007,832,"52,807","893,656",49.283146,-107.525329,3040
832008,832,"21,975","893,656",49.351893,-107.441666,3040
832009,832,"44,309","893,656",49.280441,-106.6523,3040
832010,832,"61,973","893,656",49.099498,-107.055925,3040
832011,832,"45,464","893,656",49.054346,-105.69444,3040
832012,832,"109,023","893,656",49.207831,-105.399396,3040
832013,832,"104,935","893,656",49.226976,-106.298857,3040
832014,832,"83,875","893,656",49.103501,-105.569454,3040
832015,832,"42,131","893,656",49.088343,-106.717608,3040
832016,832,"31,063","893,656",49.051143,-106.413042,3040
832017,832,"22,864","893,656",49.074251,-106.153427,3040
832018,832,"6,462","893,656",49.072373,-105.994525,3040
832019,832,"14,935","893,656",49.078958,-105.883379,3040
832020,832,"7,337","893,656",49.026234,-105.957841,3040
832021,832,"8,682","893,656",49.013201,-105.126091,3040
833001,833,"38,532","607,449",49.314983,-109.866896,3439
833002,833,"20,135","607,449",49.418395,-109.637766,3040
833003,833,"38,431","607,449",49.388615,-109.420821,3040
833004,833,"13,974","607,449",49.040775,-110.178325,3837
833005,833,"48,757","607,449",49.417192,-110.677321,3837
833006,833,"300,456","607,449",49.119277,-109.875482,3439
833007,833,"27,682","607,449",49.110737,-110.795215,3837
833008,833,"18,932","607,449",49.079467,-111.366858,3837
833009,833,"49,943","607,449",49.157714,-110.585671,3837
833010,833,"24,107","607,449",49.04438,-110.789436,3837
833011,833,"26,501","607,449",49.046059,-110.448273,3837
834001,834,"220,523","373,105",49.212683,-108.519115,3040
834002,834,"61,040","373,105",49.302768,-108.005644,3040
834003,834,"49,006","373,105",49.059128,-108.037465,3040
834004,834,"42,536","373,105",49.078837,-107.612108,3040
835001,835,"108,675","108,675",49.240284,-109.087884,3040
836001,836,"36,306","36,306",49.025087,-111.273232,3837
837001,837,"17,673","170,783",49.864837,-109.307265,3040
837002,837,"15,157","170,783",49.852928,-109.035543,3040
837003,837,"10,630","170,783",49.802629,-109.155466,3040
837004,837,"88,762","170,783",49.777147,-110.393214,3439
837005,837,"38,561","170,783",49.728082,-109.653896,3040
838001,838,"28,386","577,724",49.782731,-108.785787,3040
838002,838,"6,110","577,724",49.831091,-108.666285,3040
838003,838,"37,795","577,724",49.650697,-109.318065,3040
838004,838,"38,686","577,724",49.746443,-108.933589,3040
838005,838,"7,074","577,724",49.754334,-108.622953,3040
838006,838,"5,587","577,724",49.634679,-109.560319,3040
838007,838,"13,370","577,724",49.587471,-109.116672,3040
838008,838,"13,042","577,724",49.602781,-108.837008,3040
838009,838,"25,374","577,724",49.539488,-109.347399,3040
838010,838,"20,972","577,724",49.427708,-108.911537,3040
838011,838,"59,810","577,724",49.698458,-110.304291,3439
838012,838,"78,226","577,724",49.523138,-110.21403,3439
838013,838,"55,767","577,724",49.605411,-109.690206,3040
838014,838,"31,713","577,724",49.618782,-109.929272,3439
838015,838,"76,742","577,724",49.633991,-108.940595,3040
838016,838,"14,664","577,724",49.604266,-110.132714,3439
838017,838,"64,406","577,724",49.409358,-110.113275,3439
839001,839,"129,146","150,807",51.091152,-100.506397,4070
839002,839,"21,661","150,807",51.209356,-100.42815,4070
840001,840,"103,452","192,557",51.393843,-100.061696,4070
840002,840,"36,915","192,557",51.404677,-100.27825,4070
840003,840,"52,190","192,557",51.140069,-100.139179,4070
841001,841,"52,757","547,206",51.163086,-98.910049,4070
841002,841,"494,449","547,206",50.77841,-98.873484,4070
843001,843,"29,491","100,631",51.236034,-99.544884,4070
843002,843,"10,526","100,631",51.131492,-99.598232,4070
843003,843,"26,479","100,631",50.98053,-99.477131,4070
843004,843,"34,134","100,631",50.792621,-99.203571,4070
844001,844,"59,999","147,531",51.055041,-99.764142,4070
844002,844,"30,696","147,531",50.700496,-99.431887,4070
844003,844,"56,836","147,531",50.351498,-99.371991,4070
846001,846,"79,259","296,965",50.46657,-97.76806,4070
846002,846,"68,853","296,965",50.608076,-98.229712,4070
846003,846,"90,937","296,965",50.266335,-97.823906,4070
846004,846,"32,844","296,965",50.348975,-97.686024,4070
846005,846,"25,070","296,965",50.284988,-97.490353,4070
847001,847,"29,715","90,214",50.088232,-98.627891,4070
847002,847,"41,352","90,214",50.149578,-98.856182,4070
847003,847,"19,146","90,214",50.391709,-98.869693,4070
848001,848,"96,849","112,872",50.473119,-98.477738,4070
848002,848,"16,023","112,872",50.313571,-98.632996,4070
849001,849,"26,584","917,805",50.002894,-97.221915,4070
849002,849,"42,694","917,805",50.196419,-97.136208,4070
849003,849,"50,115","917,805",50.182677,-97.602401,4070
849004,849,"75,370","917,805",49.737236,-96.888843,4070
849005,849,"34,250","917,805",49.745243,-96.647861,4070
849006,849,"89,941","917,805",49.42931,-97.638826,4070
849007,849,"22,968","917,805",49.558208,-96.975507,4070
849008,849,"47,882","917,805",49.239149,-97.212373,4070
849009,849,"470,939","917,805",49.733901,-97.400151,4070
849010,849,"57,063","917,805",50.071859,-97.710548,4070
850001,850,"4,464","308,424",49.751498,-98.501248,4070
850002,850,"31,817","308,424",49.808679,-98.262163,4070
850003,850,"78,722","308,424",49.628598,-98.281639,4070
850004,850,"173,500","308,424",50.015697,-98.852254,4070
850005,850,"19,922","308,424",49.855774,-98.717777,4070
851001,851,"97,492","200,430",50.284338,-98.20156,4070
851002,851,"54,089","200,430",50.069071,-98.285862,4070
851003,851,"48,850","200,430",49.933815,-98.158605,4070
852001,852,"86,235","307,604",49.236591,-97.683972,4070
852002,852,"19,665","307,604",49.119682,-97.97469,4070
852003,852,"61,038","307,604",49.355768,-98.268784,4070
852004,852,"33,685","307,604",49.55334,-98.109283,4070
852005,852,"106,981","307,604",49.391981,-98.091757,4070
853001,853,"60,967","60,967",49.126722,-97.279445,4070
854001,854,"80,510","125,891",49.482157,-98.921633,4070
854002,854,"45,381","125,891",49.406144,-98.73301,4070
855001,855,"26,772","63,920",49.10674,-100.169934,4070
855002,855,"37,148","63,920",49.038845,-100.200063,4070
944020,944,"15,875","1,249,054",55.266526,-127.650398,4196
944022,944,"13,036","1,249,054",55.087379,-128.117756,4196
944023,944,"9,822","1,249,054",54.926121,-128.366833,4196
944024,944,"8,470","1,249,054",55.087257,-127.858795,4196
944027,944,"8,132","1,249,054",55.238137,-127.387603,4196
944029,944,"9,239","1,249,054",55.12951,-127.396408,4196
944031,944,"24,522","1,249,054",54.608187,-128.700814,4196
944039,944,"15,498","1,249,054",54.994776,-127.454761,4196
950010,950,"14,308","1,421,668",50.365634,-122.854108,4196
950016,950,"6,418","1,421,668",50.33014,-122.70188,4196
950017,950,"5,397","1,421,668",50.363805,-122.655484,4196
950034,950,"11,774","1,421,668",49.37053,-121.529345,4196
951012,951,"11,328","1,117,159",49.753965,-123.137677,4196
955001,955,"8,122","1,029,854",50.280717,-125.871068,4196
955006,955,"5,904","1,029,854",50.217126,-125.733614,4196
955009,955,"41,205","1,029,854",49.979886,-125.509034,4196
955015,955,"9,694","1,029,854",49.72344,-125.173297,4196
955026,955,"20,523","1,029,854",49.423591,-125.030568,4196
955030,955,"8,444","1,029,854",49.275914,-124.871035,4196
955037,955,"108,345","1,029,854",48.720575,-124.081173,4196
955042,955,"9,460","1,029,854",48.341117,-123.754965,4196
956001,956,"13,563","515,962",50.020365,-125.416278,4196
956003,956,"68,547","515,962",49.75252,-124.922651,4196
956004,956,"11,545","515,962",49.758582,-125.081485,4196
